requestday,pagetype,date,bucket,count
1406419200,Page2,1406435700,1175.0,4
1406419200,Page2,1406435700,1200.0,7
1406419200,Page2,1406435700,1225.0,4
1406419200,Page2,1406435700,1250.0,6
1406419200,Page2,1406435700,1275.0,3
1406419200,Page2,1406435700,1300.0,4
1406419200,Page2,1406435700,1325.0,3
1406419200,Page2,1406435700,1350.0,4
1406419200,Page2,1406435700,1375.0,3
1406419200,Page2,1406435700,1400.0,3
1406419200,Page2,1406435700,1425.0,1
1406419200,Page2,1406435700,1450.0,1
1406419200,Page2,1406435700,1475.0,2
1406419200,Page2,1406435700,1500.0,2
1406419200,Page2,1406435700,1525.0,3
1406419200,Page2,1406435700,1550.0,2
1406419200,Page2,1406435700,1575.0,2
1406419200,Page2,1406435700,1600.0,1
1406419200,Page2,1406435700,1625.0,1
1406419200,Page2,1406435700,1675.0,4
1406419200,Page2,1406435700,1700.0,1
1406419200,Page2,1406435700,1725.0,2
1406419200,Page2,1406435700,1750.0,2
1406419200,Page2,1406435700,1775.0,3
1406419200,Page2,1406435700,1800.0,4
1406419200,Page2,1406435700,1825.0,3
1406419200,Page2,1406435700,1850.0,4
1406419200,Page2,1406435700,1875.0,1
1406419200,Page2,1406435700,1900.0,1
1406419200,Page2,1406435700,1925.0,2
1406419200,Page2,1406435700,1950.0,1
1406419200,Page2,1406435700,1975.0,4
1406419200,Page2,1406435700,2050.0,2
1406419200,Page2,1406435700,2075.0,1
1406419200,Page2,1406435700,2100.0,3
1406419200,Page2,1406435700,2125.0,1
1406419200,Page2,1406435700,2175.0,2
1406419200,Page2,1406435700,2200.0,2
1406419200,Page2,1406435700,2225.0,2
1406419200,Page2,1406435700,2250.0,1
1406419200,Page2,1406435700,2275.0,1
1406419200,Page2,1406435700,2300.0,6
1406419200,Page2,1406435700,2325.0,2
1406419200,Page2,1406435700,2350.0,2
1406419200,Page2,1406435700,2375.0,1
1406419200,Page2,1406435700,2425.0,3
1406419200,Page2,1406435700,2450.0,1
1406419200,Page2,1406435700,2475.0,1
1406419200,Page2,1406435700,2500.0,2
1406419200,Page2,1406435700,2550.0,1
1406419200,Page2,1406435700,2575.0,3
1406419200,Page2,1406435700,2625.0,1
1406419200,Page2,1406435700,2650.0,2
1406419200,Page2,1406435700,2675.0,2
1406419200,Page2,1406435700,2700.0,3
1406419200,Page2,1406435700,2750.0,1
1406419200,Page2,1406435700,2775.0,1
1406419200,Page2,1406435700,2800.0,2
1406419200,Page2,1406435700,2825.0,3
1406419200,Page2,1406435700,2850.0,3
1406419200,Page2,1406435700,2875.0,2
1406419200,Page2,1406435700,2900.0,3
1406419200,Page2,1406435700,2925.0,1
1406419200,Page2,1406435700,2950.0,2
1406419200,Page2,1406435700,2975.0,2
1406419200,Page2,1406435700,3025.0,1
1406419200,Page2,1406435700,3050.0,3
1406419200,Page2,1406435700,3075.0,3
1406419200,Page2,1406435700,3125.0,3
1406419200,Page2,1406435700,3150.0,3
1406419200,Page2,1406435700,3175.0,1
1406419200,Page2,1406435700,3225.0,1
1406419200,Page2,1406435700,3250.0,1
1406419200,Page2,1406435700,3275.0,1
1406419200,Page2,1406435700,3300.0,1
1406419200,Page2,1406435700,3325.0,1
1406419200,Page2,1406435700,3425.0,2
1406419200,Page2,1406435700,3475.0,1
1406419200,Page2,1406435700,3600.0,1
1406419200,Page2,1406435700,3625.0,1
1406419200,Page2,1406435700,3650.0,1
1406419200,Page2,1406435700,3675.0,1
1406419200,Page2,1406435700,3725.0,2
1406419200,Page2,1406435700,3750.0,1
1406419200,Page2,1406435700,3800.0,1
1406419200,Page2,1406435700,3850.0,1
1406419200,Page2,1406435700,3925.0,1
1406419200,Page2,1406435700,3975.0,1
1406419200,Page2,1406435700,4000.0,1
1406419200,Page2,1406435700,4025.0,1
1406419200,Page2,1406435700,4050.0,1
1406419200,Page2,1406435700,4075.0,1
1406419200,Page2,1406435700,4225.0,1
1406419200,Page2,1406435700,4250.0,1
1406419200,Page2,1406435700,4275.0,2
1406419200,Page2,1406435700,4425.0,1
1406419200,Page2,1406435700,4450.0,1
1406419200,Page2,1406435700,4550.0,1
1406419200,Page2,1406435700,4850.0,2
1406419200,Page2,1406435700,4875.0,1
1406419200,Page2,1406435700,5000.0,1
1406419200,Page2,1406435700,5075.0,1
1406419200,Page2,1406435700,5100.0,2
1406419200,Page2,1406435700,5275.0,1
1406419200,Page2,1406435700,5500.0,1
1406419200,Page2,1406435700,5525.0,1
1406419200,Page2,1406435700,5725.0,1
1406419200,Page2,1406435700,5800.0,1
1406419200,Page2,1406435700,6000.0,1
1406419200,Page2,1406435700,6250.0,1
1406419200,Page2,1406435700,6350.0,1
1406419200,Page2,1406435700,6625.0,1
1406419200,Page2,1406435700,6850.0,1
1406419200,Page2,1406435700,7250.0,1
1406419200,Page2,1406435700,7625.0,1
1406419200,Page2,1406435700,8525.0,1
1406419200,Page2,1406435700,8675.0,1
1406419200,Page2,1406435700,10000.0,17
1406419200,Page2,1406436000,200.0,1
1406419200,Page2,1406436000,325.0,1
